title,question,expected_answer,generated_answer,is_similar
Institute_of_technology,What's the name of Mauritius's sole technical university?,"University of Technology, Mauritius","[""The name of Mauritius's sole technical university is the University of Technology, Mauritius (UTM).""]",9
Dell,What was happening to Dell's average sale to individuals?,going up,"[""Dell's average selling price to individuals was going up, as second- and third-time computer buyers who wanted powerful computers with multiple features and did not need much technical support were choosing Dell. However, despite this initial increase, the overall trends in the PC industry, such as declining prices and increasing performance, led to fewer opportunities for Dell to upsell to customers. As a result, they ended up selling a greater proportion of inexpensive PCs than before, which eroded profit margins.""]",3
PlayStation_3,What reason did Sony give for taking out OtherOS?,security concerns,"[""Sony stated that the removal of the OtherOS feature from the PlayStation 3 was due to security concerns. They claimed that the feature was being exploited by hackers to create unauthorized software that could potentially compromise the system's security and the integrity of the PlayStation Network.""]",8
Buddhism,What type of Buddhism adds a fourth refuge?,Tibetan,"['Tibetan Buddhism adds a fourth refuge, in the lama.']",2
Space_Race,The first probe to land on the Moon was in what year?,1959,"['The first probe to land on the Moon was Luna 2, which successfully impacted the Moon on September 14, 1959.']",8
Somerset,What type of festival is Glastonbury famous for ,Glastonbury also gives its name to an annual open-air rock festival held in nearby Pilton,['Glastonbury is famous for its annual open-air rock festival.'],7
Nutrition,The metabolic syndrome is a term that refers to which health issue?,insulin resistance,"['The metabolic syndrome refers to a cluster of conditions that increase the risk of heart disease, stroke, and type 2 diabetes. It is characterized by the presence of insulin resistance, obesity (especially abdominal obesity), high blood pressure, and abnormal cholesterol or triglyceride levels. These interconnected risk factors contribute to the development of cardiovascular diseases and diabetes.']",7
British_Empire,What was the Spanish term for permission to sell slaves in Spanish America?,asiento,"['The Spanish term for permission to sell slaves in Spanish America was ""asiento.""']",8
Spectre_(2015_film),Which organization provided water for weather effects?,London Fire Brigade,"['The organization mentioned that provided water for weather effects is the Intergovernmental Panel on Climate Change (IPCC), as it discusses the processes of water evaporation and atmospheric circulation that are essential for weather phenomena. Additionally, the context indicates that water is involved in weather by being evaporated from oceans and later deposited as rain, highlighting the role of water in the water cycle, which is crucial for weather effects. However, specific organizations actively providing water resources for weather management or mitigation are not explicitly mentioned in the provided contexts.']",0
Gramophone_record,Do all grooves bear data?,no,"['No, not all grooves bear data. In the context of LV-ROM (LaserVision Read Only Memory) discs, it is mentioned that ""Data frames would appear blank when played as video,"" indicating that certain grooves may not contain data for playback.']",7
European_Union_law,Can the President of the Council vote on important matters related to the European Central Bank?,"['not', 'do not have voting rights']","['No, the President of the Council does not have voting rights in European Central Bank meetings.']",8
Multiracial_American,What does a person have to have to be an octoroon?,one black great-grandparent and the remainder white,"['A person is classified as an octoroon if they have one black great-grandparent and the remainder of their ancestry is white. In historical terms, octoroon refers to an individual with one-eighth African ancestry.']",9
Chihuahua_(state),In which year was the treaty signed?,1848,"['The context mentions several treaties, but one specific treaty that is highlighted is the Molotov–Ribbentrop Pact, which was signed in 1939. However, the provided context references multiple treaties from different years. For a more accurate answer, it would depend on which specific treaty you are referring to. If you need a specific year, could you clarify which treaty you are asking about?']",0
Hellenistic_period,"After Antigonus was killed, what region did Seleucus take over?",Cilicia,"['After Antigonus was killed, Seleucus took over control of Babylonia and the eastern satrapies.']",0
Antibiotics,Who else uses antibiotics besides the medical industry?,livestock raising,"['Besides the medical industry, antibiotics are used in food animal production, particularly for nontherapeutic purposes, such as growth promotion and disease prevention in livestock. Additionally, antibiotics are also utilized in some agricultural practices and veterinary medicine to treat infections in animals.']",5
Frédéric_Chopin,In what month and year did Chopin give his final performance?,February 1848,['Chopin gave his final performance in October 1848.'],0
Queen_(band),Which Queen album had more shared writing credits?,The Miracle,"['Based on the provided contexts, the specific Queen album that had more shared writing credits is not explicitly mentioned. However, it is noted that Queen had multiple successful albums, and songs like ""Bohemian Rhapsody"" and ""Killer Queen"" were prominent in that era. Queen\'s songwriting credits generally varied across their albums, with multiple members contributing to different tracks.\n\nIf you are looking for a specific album noted for having many shared writing credits, it would be best to refer to individual album credits or music databases for a detailed examination of songwriting contributions for each specific album.']",2
Windows_8,How much money was allocated to advertise Windows 8?,$1.5–1.8 billion,['Microsoft allocated an advertising budget of US$1.5–1.8 billion to promote Windows 8.'],8
Apollo,Who is said to be the builder of the labyrinth?,Daedalus,['The builder of the labyrinth is traditionally attributed to Daedalus in Greek mythology.'],8
Mali,What was the name of the Empire that the country is now named after?,Mali Empire (for which Mali is named),['The country is now named after the Ottoman Empire.'],0
Tuberculosis,Is the division rate of the TB bacterium fast or slow relative to other bacteria?,slow,"['The division rate of the TB bacterium (Mycobacterium tuberculosis) is generally considered slow relative to many other bacteria. While many bacteria can divide rapidly, often every 20-30 minutes under optimal conditions during their logarithmic growth phase, M. tuberculosis has a much longer generation time, typically taking about 15-20 hours to divide. This slow division rate is one of the factors that complicates the treatment and control of tuberculosis.']",8
Computer,"At the University of Manchester, who oversaw the building of a computer using transistors instead of valves?",Tom Kilburn,"[""At the University of Manchester, the computer built using transistors instead of valves was overseen by engineers Kees Schouhamer Immink and Toshitada Doi, who were part of the task force set up by Sony and Philips to design a new digital audio disc, which ultimately contributed to advancements in laser and optical disc technology. However, for the specific context of the Ferranti Mark 1, which was the world's first commercially available general-purpose computer, it was developed by a team at the University, but the question specifically about transistors might refer broadly to the advancements made in computer technology during that period, leading to the use of transistors in subsequent models.""]",0
Imperialism,What provided an incentive to western empires to colonize Africa?,"['blank spaces on contemporary maps', 'fill in blank spaces on contemporary maps', 'blank space', 'maps']","['The primary incentive for western empires to colonize Africa was the competition for African land and resources. European powers sought to expand their empires for various reasons, including the desire for economic gain through access to raw materials, the establishment of trade routes, and the potential for increased wealth and prestige. The significant resources available in Africa, combined with the rise of nationalism and imperial rivalry among European nations, fueled the scramble for colonies. Additionally, there was an ideological drive to spread civilization and Christianity, which also motivated imperialist efforts. Overall, the interconnectedness of economic interests, strategic competition, and cultural justification drove western empires to colonize the continent.']",0
Crimean_War,"After giving up their position at Poti and Redut Kale, where did the Russians retreat to?",Marani,"['After giving up their position at Poti and Redut Kale, the Russians retreated to Marani.']",3
Unicode,What happens when a name is defective or misleading?,a formal alias may be defined,"['When a name is defective or misleading, a formal alias may be defined for the name, and applications are encouraged to use this formal alias instead of the official character name. This policy ensures that even when issues exist with the name, there is a clear and recognized alternative for identification.']",8
Imperialism,Imperialism is most often associated with which sovereignty?,"['British Empire', 'the British Empire', 'British', 'Terra nullius']","['Imperialism is most often associated with colonial or external sovereignty, where one nation extends its power and influence over another, often through colonization or military force. This includes historical contexts involving European powers and their empires, such as the British Empire, as well as other empires like the Roman, Ottoman, and various Asian empires.']",4
Electric_motor,Who created the first electrostatic device?,Andrew Gordon,"['The first electrostatic devices were created by Andrew Gordon, a Scottish monk, in the 1740s.']",7
Late_Middle_Ages,Which philosopher believed that reason and faith were to be kept separate?,William of Ockham,['William of Ockham believed that reason and faith were to be kept separate.'],3
"Fresno,_California",What was the Fresno Fairgrounds used as?,an assembly center,['The Fresno Fairgrounds was utilized as an assembly center during World War II for the relocation of Fresno area Japanese Americans to internment camps.'],8
Philadelphia,Has violent crime rate fallen or risen in the last 10 years?,fell,"['The violent crime rate has fallen in several cities over the last 10 years. For example, in Philadelphia, the number of shootings dropped significantly from a peak in 2006 to 1,047 shootings in 2014, reflecting a decrease of 44 percent. Similarly, New York City saw a dramatic decrease in violent crime, with rates dropping more than 75% from 1993 to 2005. In Seattle, there was also a notable reduction in homicides and violent crime occurring over recent years. Thus, the overall trend indicates a decline in the violent crime rate in the mentioned cities over the last decade.']",7
Carnival,When do the processions occur after?,an opera performance,"['The processions occur after the celebration of Carnival, which culminates on Ash Wednesday.']",0
Middle_Ages,What period resulted in poor weather that increased crop failures?,the Little Ice Age,"['The Late Middle Ages resulted in poor weather that increased crop failures, particularly during the transition from the Medieval Warm Period to the Little Ice Age around 1300–1350. This colder climate led to agricultural crises, including the Great Famine of 1315-1317, and exacerbated food shortages due to widespread crop failures.']",7
Athanasius_of_Alexandria,What was the belief that was approved at this council?,"The Son to be ""like the Father""","['The belief that was approved at the council discussed in the context (specifically referring to the ecumenical councils concerning Arianism and orthodoxy) was the ""Homoousion"" creed, which declared that The Son is ""like the Father."" This was part of the doctrinal debates during the councils held in Seleucia and Rimini, where the orthodox fathers rejected the Arian views and insisted on acceptance of the Nicene Creed.']",8
Apollo,Where was Leto worshipped?,Asia Minor,"['Leto was worshipped on the island of Delos, where she gave birth to Apollo and Artemis. Delos was regarded as a sacred site associated with her and her children. Additionally, Leto had temples and shrines dedicated to her in other locations within the ancient Greek world.']",0
"John,_King_of_England",John did not regard the loss of Duchy as a permanent shift in what?,Capetian power,['John did not regard the loss of the Duchy as a permanent shift in his authority or control over his continental possessions. He spent much of the following decade attempting to reclaim these lands and reforming his military and political strategies to regain power in the region.'],2
Multiracial_American,What did President Sarkozy think Secretary of State Rice was?,recent American immigrant,"[""The provided contexts do not contain any information about President Sarkozy's views or opinions regarding Secretary of State Rice. Therefore, it is not possible to answer the question based on the given information.""]",0
Greeks,what does the author of the mortal female focused early example hexameter poetry say of the Hellenic protector ?,Hellen was the son of Deucalion who ruled around Phthia in central Greece.,"['The context provided does not contain specific information about a ""mortal female focused early example hexameter poetry"" or any remarks directly attributed to its author regarding the ""Hellenic protector."" It appears the inquiry references hexameter poetry, which is often associated with epic traditions like those of Homer, but does not directly connect to a female author or a specific portrayal of a Hellenic protector. If you seek details on a particular work or poet with these characteristics, further context or clarification would be necessary.']",0
Botany,What is the function of ATP and NADPH molecules?,store and transport energy,"['ATP (adenosine triphosphate) and NADPH (nicotinamide adenine dinucleotide phosphate) are key molecules involved in the process of photosynthesis. Their primary functions are:\n\n1. **Energy Supply**: ATP serves as the main energy carrier in cells, providing the necessary energy for various biochemical reactions, including those in the Calvin cycle of photosynthesis where carbon fixation occurs.\n\n2. **Reducing Power**: NADPH acts as a reducing agent, donating electrons and hydrogen atoms in biochemical reactions. In photosynthesis, it is used to reduce 3-phosphoglycerate to glyceraldehyde 3-phosphate (G3P) in the Calvin cycle, contributing to the synthesis of glucose and other organic molecules.\n\nTogether, ATP and NADPH facilitate the conversion of light energy into chemical energy in the form of sugars during photosynthesis.']",8
"New_Haven,_Connecticut","There is a museum on Whitney Avenue that contain a variety of historical treasure, what is its' name?",New Haven Museum and Historical Society,['The museum on Whitney Avenue that contains a variety of historical treasures is the New Haven Museum and Historical Society.'],8
San_Diego,What was the original name of today's Marine Corps Air Station Miramar?,Camp Kearny,"[""The original name of today's Marine Corps Air Station Miramar was Marine Corps Air Station (MCAS) Miramar. It was previously known as Naval Air Station Miramar when it served as a naval air station before being transferred to the Marine Corps.""]",0
New_Delhi,How many works of art currently reside in the National Museum?,"200,000","[""The context provided does not specify the exact number of works of art currently residing in the National Museum of Art in Montevideo. However, it mentions that it has Uruguay's largest collection of paintings, but no specific figure is given. Therefore, I cannot provide a numerical answer based on the given information.""]",0
The_Sun_(United_Kingdom),Which newspaper overtook The Sun as largest Saturday UK newspaper?,Daily Mail,['The Daily Mail overtook The Sun as the largest Saturday newspaper in the United Kingdom.'],3
Mammal,From whom did McKenna inherit the project from?,Simpson,"['The provided contexts do not contain any information regarding McKenna or any project he may have inherited. Therefore, I cannot provide an answer to the question about from whom McKenna inherited the project. If you have specific details or additional context regarding McKenna, please share that for further assistance.']",0
University_of_Chicago,What institute did the university announced to everyone in 2008?,Milton Friedman Institute,"['The context provided does not clearly specify a particular university that announced an institute in 2008. However, it mentions the financial crisis and various institutions but does not directly relate to a specific announcement of an institute by a university in that year. Without additional information, it is not possible to determine the answer accurately. If you have a specific university or institute in mind, please provide more details.']",0
Mosaic,What survives of the mosaics that adorned the walls and dome of the Church of the Holy Sepulchre?,Nothing,"['There are only scant remains of the mosaics that adorned the walls and dome of the Church of the Holy Sepulchre. The original richness and extensive decoration have not survived, and any remaining fragments do not do justice to the original artistic work.']",0
Queen_(band),Who were the season 8 finalists on American Idol?,Adam Lambert and Kris Allen,"['The season 8 finalists on American Idol were Lee DeWyze and Crystal Bowersox. Lee DeWyze was declared the winner during the finale held on May 26, 2010.']",0
"St._John%27s,_Newfoundland_and_Labrador","What is supported by the federal, provincial and municipal governments?",civil service,"['Programs related to youth, schools, public health, and social assistance are supported by the federal, provincial, and municipal governments. Additionally, initiatives aimed at economic growth, infrastructure development, and cybersecurity strategies are also supported by these levels of government.']",0
Economic_inequality,Why do firms substitute equipment for workers?,"['reduce costs and maximize profits', 'to reduce costs and maximize profits', 'raises the productivity of each worker']","['Firms substitute equipment for workers primarily under competitive pressure to reduce costs and maximize profits. This process, known as mechanization and automation, allows firms to increase the productivity of each worker while requiring fewer workers compared to capital inputs. As a result, firms can achieve greater efficiency and potentially lower their labor costs. Over the long term, this trend can lead to increased unemployment as fewer workers are needed, which exerts downward pressure on wages for the remaining labor force.']",7
Arena_Football_League,Where did Scott Butera work prior to becoming AFL commissioner?,Foxwoods,"['Prior to becoming AFL commissioner, Scott Butera worked for the Arena Football League (AFL) as its commissioner. He was formerly associated with other organizations, but specific prior roles are not detailed in the provided context. If you would like a summary of his career leading up to that point, please provide more context or ask about other aspects.']",0
Liberal_Party_of_Australia,Were utilities publically or privately owned in Menzie's economy?,publicly,"[""In Menzies' economy, utilities were publicly owned.""]",7
Pharmaceutical_industry,Who led the congressional hearings?,Senator Estes Kefauver,['The congressional hearings related to the findings of the Kerry Committee report were led by John Kerry.'],0
American_Idol,What was the Las Vegas round called in season twelve?,Sudden Death,"['In season twelve, the Las Vegas round was called the Hollywood round.']",0
Annelid,What is movement by ripples called?,peristalsis,"['Movement by ripples is called ""ripple propagation"" or ""wave propagation.""']",3
Steven_Spielberg,What was Spielberg bullied because of?,anti-Semitic prejudice,"['Spielberg was bullied because of his Jewish heritage. He often faced anti-Semitic taunts during his childhood and adolescence, which made his early experiences challenging.']",8
Sexual_orientation,What biological factors do they believe plays a complicated part in sexual orientation?,"a complex interplay of genetic factors and the early uterine environment, they favor biological models for the cause","['Research suggests that biological factors, such as genetic influences and the early uterine environment, play a complicated role in sexual orientation. These factors may interact with social influences, but there is no substantive evidence indicating that parenting or early childhood experiences significantly affect sexual orientation.']",8
"Atlantic_City,_New_Jersey",How much land did Morgan Stanley purchase?,20 acres,['Morgan Stanley purchased 20 acres (8.1 ha) of land.'],9
Gothic_architecture,"In Britain after 1837, what was the Gothic revival known as?",Victorian Gothic,"['In Britain after 1837, the Gothic revival was known as High Victorian Gothic.']",5
Marshall_Islands,What part of the Marshall Islands experienced drought in 2013?,the northern atolls,['The northern atolls of the Marshall Islands experienced drought in 2013.'],7
Northwestern_University,How many full-time faculty members does Northwestern employ?,"3,401","['The provided contexts do not include specific information regarding the number of full-time faculty members employed by Northwestern University. Therefore, I am unable to provide an answer to this question based on the available information.']",0
Genome,What are two types of non-repetitive DNA?,Protein-coding genes and RNA-coding genes,['Two types of non-repetitive DNA are coding DNA and non-coding DNA.'],2
"Punjab,_Pakistan",When did India and Pakistan fight in Punjab?,1965 and 1971,"['India and Pakistan fought in Punjab during the First Indo-Pakistani War in 1947-1948, which was largely centered on the princely state of Jammu and Kashmir, including various skirmishes and battles in the Punjab region. Additionally, there were conflicts during the Second Indo-Pakistani War in 1965 and the Third Indo-Pakistani War in 1971, but the notable fighting in Punjab primarily occurred around the time of the partition in 1947 and the subsequent conflicts.']",3
Gramophone_record,When did RCA release the 45?,March 1949,['RCA released the 45 rpm record format in 1949.'],3
Marshall_Islands,What is the main focus of the Marshall Islands' economy?,service,"[""The main focus of the Marshall Islands' economy is on foreign assistance, particularly from the United States under the Amended Compact of Free Association. This assistance is crucial, as it contributes significantly to the islands' economy. Additionally, fishing is noted as the only major natural resource within the islands, but the economy largely relies on U.S. government aid and support.""]",0
Virgil,"Who tried to pay off veterans with land, some of which possibly belonged to Virgil?",Octavian,"['Octavian (Caesar Augustus) tried to pay off veterans with land, some of which possibly belonged to Virgil.']",5
Computer_security,What are attacks where innocent systems are fooled into sending traffic to the victom called?,reflection and amplification attacks,['These attacks are called reflection and amplification attacks.'],10
Glass,What component gives glass the ability to conduct electricity?,alkali metal ions,"['The presence of alkali metal ions in glass gives it the ability to conduct electricity. These ions are small and mobile, allowing for a degree of electrical conductivity, especially in a molten state or at high temperatures.']",7
Solar_energy,What is the amount of solar energy absorbed by the earth?,"approximately 3,850,000 exajoules (EJ) per year","[""The total solar energy absorbed by Earth's atmosphere, oceans, and land masses is approximately 3,850,000 exajoules (EJ) per year.""]",10
Armenia,When did the Tehcir Law come to fruition?,29 May 1915,"['The provided context does not contain information about the Tehcir Law or its timeline. Therefore, I am unable to answer the question based on the given text. However, for reference, the Tehcir Law, also known as the Temporary Law of Deportation, was enacted by the Ottoman Empire on May 27, 1915.']",3
Dell,What year did the Blackstone Group express interest in acquiring Dell?,2013,['The Blackstone Group expressed interest in acquiring Dell in April 2013.'],3
Mary_(mother_of_Jesus),What did Gabriel announce to Mary at the Annunciation?,her divine selection to be the mother of Jesus,['Gabriel announced to Mary that she was divinely selected to be the mother of Jesus.'],9
Cubism,What was the name of the show that introduced Cubism to the USA?,Armory Show,['The show that introduced Cubism to the USA was the 1913 Armory Show in New York City.'],8
Namibia,Where do a large minority of whites trace their Namibian roots to?,German settlers,['A large minority of whites in Namibia trace their roots back to the German settlers who colonized the country prior to the British confiscation of German lands after World War One.'],7
Rajasthan,How many tigers were relocated to Sariska?,five tigers,['Five tigers were relocated to Sariska.'],3
Copyright_infringement,What does DRM and anti-circumvention laws do?,limit the amount of control consumers have,"['Digital Rights Management (DRM) refers to technologies used to control access to copyrighted digital content and to limit its use. It aims to prevent unauthorized copying and sharing of digital media. Anti-circumvention laws reinforce DRM by making it illegal to bypass or disable these protective measures, even for personal use in some cases. These laws are designed to protect the rights of copyright holders by preventing the circumvention of DRM software that restricts copying, sharing, or altering of digital works, ensuring that users adhere to licensing agreements and copyright protections.']",5
Yale_University,Why did Gaddis Smith believe John Kerry led Yale's Political Union Liberal Party?,an ethos of organized activity,"['Gaddis Smith believed John Kerry led Yale\'s Political Union Liberal Party due to ""an ethos of organized activity"" at Yale during the 20th century, which fostered political engagement and activism among students. This environment encouraged students like Kerry to take on leadership roles in political organizations on campus.']",8
British_Isles,"Around 12,000 BC, Great Britain was still a peninsula on what continent?",European continent.,"['Around 12,000 BC, Great Britain was still a peninsula of the European continent.']",3
Botany,In what plant were cells first discovered by microscope?,cork,['Cells were first discovered by microscope in cork.'],3
Bern,Which specific party has the most members in the City Parliament?,Social Democratic Party,"['The specific party with the most members in the City Parliament is the coalition of the left, which has 91 members, including socialists, communists, greens, and extreme left parties.']",2
"John,_King_of_England",What heavily influenced nineteenth-century fictional depictions of John?,Ivanhoe,"[""Nineteenth-century fictional depictions of King John were heavily influenced by contemporary chroniclers' criticisms of his reign and character. Writers drew upon narratives that portrayed John as a villain, highlighting his moral failings, such as pettiness, spitefulness, and cruelty. Additionally, the Victorian era's focus on his negative traits provided rich material for fiction, with chroniclers emphasizing his alleged wickedness and inappropriate personal behavior. This critical perspective led to representations of John as a tyrant or anti-hero in stories, particularly within the context of the Robin Hood legends and other literary works. Additionally, revisionist histories from the Tudor period also shaped the portrayal of John, presenting him with a more complex character that included both villainous elements and aspects of a victim of circumstances.""]",0
Treaty,Modern treaty law can be compared in function and effectiveness to the historical Articles of Confederation by comparing the pre-Constitutional United States Federal government with what modern institution?,the UN,"['The modern institution that can be compared in function and effectiveness to the historical Articles of Confederation in the context of modern treaty law is the United Nations (UN). Similar to the Articles of Confederation, which established a weak central federal government with limited authority, the UN operates as a global organization that facilitates cooperation between sovereign states but lacks the power to enforce its resolutions or treaties on member states. Both entities illustrate the challenges and limitations of governing or uniting states under a collective framework without a strong central authority.']",3
Philosophy_of_space_and_time,What does the increase in the number of objects in the universe do to the curvature of the water?,increases the curvature,['The increase in the number of objects in the universe also increases the curvature in the water.'],3
Carnival,"What does the Indian word ""Intruz"" mean?",swindler,"['The text does not provide a definition or context for the word ""Intruz"" in the Indian language. Based on my knowledge, ""Intruz"" does not appear to be a commonly recognized word in Indian languages. If you meant ""Intruder,"" this would typically refer to someone who enters a place without permission. However, please clarify or provide more context for a more accurate answer.']",0
MP3,What kind of music is sold by these companies?,unrestricted,"['The companies mentioned in the context are involved in the sale and distribution of various music genres, including popular music, adult contemporary music, hard rock, and classical music. Specific artists and albums referenced include Beyoncé, who is known for pop and R&B, as well as bands like AC/DC and Bon Jovi, which are associated with hard rock. Additionally, artists like Anita Baker and Sade appeal to adult contemporary audiences, while classical music is represented through composers like Frédéric Chopin. Overall, the companies engage in selling a wide range of music that spans multiple genres.']",0
Antenna_(radio),Are essential properties of an antenna changed based on what fungtion they are performing,the same,"['No, essential properties of an antenna are not changed based on the function it is performing. The electrical characteristics of an antenna, such as gain, radiation pattern, impedance, bandwidth, resonant frequency, and polarization, remain the same whether the antenna is transmitting or receiving. This is due to the reciprocity theorem of electromagnetics, which indicates that the receiving pattern of the antenna is identical to its radiation pattern when it functions as a radiator.']",0
Iran,Who was the last Archaemenid Emperor at the time of its defeat by Alexander the Great?,Darius III,['The last Achaemenid Emperor at the time of its defeat by Alexander the Great was Darius III.'],8
Catalan_language,What form has the same /e/ as Central and Western?,Balearic,['Words with /e/ in Balearic almost always have /e/ in Central and Western Catalan as well.'],2
New_York_City,How many New York state parks are within New York City?,seven,"['New York City has over 28,000 acres of municipal parkland, which includes various parks like Central Park, Prospect Park, Flushing Meadows–Corona Park, Forest Park, and Washington Square Park. However, the exact number of state parks within New York City is not specified in the provided contexts. If you need a specific number, generally the state parks commonly recognized within the city are less than those municipal parks, such as Riverbank State Park and others. For precise information, it may be best to refer to official New York State park listings or NYC park services.']",0
Spectre_(2015_film),Which Bond novel first featured Spectre?,Thunderball.,"['The first Bond novel to feature Spectre is ""Thunderball,"" published in 1961.']",8
Canadian_football,On which date was the Canadian Junior Football League formed?,"May 8, 1974","['The Canadian Junior Football League was formed on May 8, 1974.']",7
Steam_engine,"Along with fuel sources, what concern has contributed to the development of the Advanced Steam movement?","['pollution', 'Advanced Steam movement']","['Recent concerns about pollution have contributed to the development of the Advanced Steam movement, alongside the exploration of alternative fuel sources.']",7
Arnold_Schwarzenegger,How many weeks did Schwarzenegger spend getting ready for the 1980 Mr. Olympia contest?,seven,['Schwarzenegger spent seven weeks getting ready for the 1980 Mr. Olympia contest.'],8
Czech_language,How many graphemes does Czech have?,thirty-one,['Czech has thirty-one graphemes.'],7
Zhejiang,Who does Shiji claim that its leaders were descended from?,Yu the Great,['Shiji claims that its leaders were descended from the legendary yellow emperor.'],0
Antenna_(radio),How would you place the conductor in relation to the signal you wished to obtain?,perpendicular,"['To obtain the desired signal, the conductor should be placed at a specific orientation relative to the incoming signal. If using a half-wave dipole antenna, the conductor should ideally be aligned with the polarization of the transmitted wave. For optimal reception, the antenna needs to match the polarization of the signal; this means if the signal is vertically polarized, the antenna should be vertical, and if it is horizontally polarized, the antenna should be horizontal. Additionally, if the conditions vary, a circularly polarized antenna can be utilized to accommodate both vertical and horizontal polarizations. This alignment will help maximize signal strength and minimize losses.']",0
Buckingham_Palace,Who convinced the king to lock the wine cellars?,David Lloyd George,"['The provided contexts do not mention anyone specifically convincing the king to lock the wine cellars. Therefore, based on the available information, it is not possible to answer the question.']",0
Renewable_energy_commercialization,What motivated the incentive to use 100 percent renewable energy?,global warming,"['The motivation to use 100 percent renewable energy has been driven by concerns about global warming, ecological issues, and economic considerations. Reports from organizations such as the Intergovernmental Panel on Climate Change highlight the feasibility and potential of integrating renewable energy technologies to meet global energy demand. Additionally, experts like Mark Z. Jacobson emphasize that shifting to entirely renewable sources by 2030 is feasible, citing that barriers to implementation are primarily social and political rather than technological or economic. The promise of increased energy security, sustainability, reduced pollution, and lower fossil fuel prices further supports the push towards 100 percent renewable energy.']",6
Kanye_West,On what day was the funeral of Donda West?,"November 20, 2007","['The funeral of Donda West was held on November 20, 2007.']",8
Samoa,What are pates?,wooden drums,"['Pâtés are a spreadable mixture made primarily from finely chopped or ground meat, often mixed with fat, seasonings, and various other ingredients such as vegetables and herbs. They are typically served as a type of appetizer or spread on bread, crackers, or vegetables. Pâtés can vary in texture from smooth to chunky and can include ingredients such as liver (as in pâté de foie gras), game meats, fish, or vegetables. Pâté can be served warm or cold and is a staple in many cuisines around the world.']",0
Kathmandu,"What beverage is consumed by more people in Kathmandu, coffee or tea?",tea,['Tea is consumed by more people in Kathmandu than coffee.'],2
Idealism,Whose will did Hegel believe should prevail over that of the individual?,State,"['Hegel believed that the will of the State should prevail over that of the individual. He thought that individuals ought to surrender their individuality to the customs of the State, identifying right and wrong in view of the prevailing bourgeois morality.']",2
University_of_Kansas,What kind of software is Lynx?,text based web browser,['Lynx is a text-based web browser that provides hypertext browsing and navigation. It was developed prior to the invention of HTTP and HTML by Tim Berners-Lee.'],7
Presbyterianism,What other name is used when referring to the origins of the Presbyterian Church?,Calvinism,"['The origins of the Presbyterian Church are often referred to in connection with the ""Reformed tradition"" within Protestantism, which traces its roots back to the European Reformation of the 16th century, particularly influenced by John Calvin\'s Geneva.']",7
Nanjing,How long is the Port of Nanjing?,98 kilometres (61 mi) in length,['The Port of Nanjing is 98 kilometres (61 miles) in length.'],9
Washington_University_in_St._Louis,What local businessman help provide support for the Washington University?,John O'Fallon,"[""John O'Fallon was one of the local business community members who provided support for Washington University.""]",7
Friedrich_Hayek,"During his time in Los Angeles, what was the topic of the seminars Hayek taught not related to his new book?",philosophy of social science,"['During his time in Los Angeles, Hayek taught a seminar on the philosophy of social science, in addition to the graduate seminar related to his book ""Law, Legislation and Liberty.""']",8
Portugal,Which two Portuguese wines are especially enjoyed around the world?,Port and Madeira,['Port Wine and Madeira Wine are especially enjoyed around the world.'],4
Federal_Bureau_of_Investigation,What agency had Dr. T.R.M. Howard criticized?,FBI,['Dr. T.R.M. Howard criticized the Federal Bureau of Investigation (FBI).'],3
Muslim_world,How many languages are spoken by Muslims?,hundreds,"['Muslims speak hundreds of languages, including major ones such as Arabic, Urdu, Bengali, Punjabi, Malay, Javanese, Sundanese, Swahili, Hausa, Fula, Berber, Tuareg, Somali, Albanian, Bosnian, Russian, Turkish, Azeri, Kazakh, Uzbek, Tatar, Persian, Kurdish, Pashto, Balochi, Sindhi, and Kashmiri, among many others.']",5
Warsaw,When were most of the places of religious worship destroyed in Warsaw?,1944,['Most of the places of religious worship in Warsaw were destroyed in the aftermath of the Warsaw Uprising of 1944.'],3
Military_history_of_the_United_States,"What country supplied advisors, pilots, and war materiel to North Korea?",the Soviet Union,"['The Soviet Union supplied advisors, pilots, and war materiel to North Korea during the Korean War.']",5
Eritrea,What do Eritrean's offer a person who declines coffee?,most likely tea,"['If a person declines coffee in Eritrea, they are most likely offered tea, referred to as ""shai"" (ሻሂ shahee).']",9
Zhejiang,"Along with Manchuria, where did trade reach as far as?",Funan,"['Trade reached as far as Taiwan, Hong Kong, Vietnam, Cambodia, Myanmar, the Philippines, Indonesia, and parts of New Guinea, as well as some islands of the Pacific Ocean.']",0
Sumer,What was the primary purpose of oxen for Sumerians? ,beasts of burden,"['The primary purpose of oxen for Sumerians was likely to serve as draft animals for agriculture and transportation. They were used for plowing fields and pulling carts, which facilitated farming and trade within the Sumerian civilization. This use of oxen contributed to the agricultural productivity and economic development of Sumer.']",7
Beyoncé,Which campaign does Beyoncé contribute to that encourages leadership in females?,Ban Bossy,"['Beyoncé contributes to the ""Ban Bossy"" campaign, which uses television and social media to encourage leadership in girls.']",7
Child_labour,What can children do in countries were trading is involved?,"children can start trading in small items at an early age, often in the company of family members or of peers","['In countries where trading is involved, children often start trading in small items at an early age. This typically occurs in the company of family members or peers. They may engage in various forms of trading, including working for street vendors, selling goods, and contributing to small family businesses. In urban areas, children might work for vendors, washing cars, or assisting at construction sites, while those in rural areas often participate in agricultural activities or help sell crops.']",8
